D:/Sources/Other/renderdoc-profiler-counters/example.rdc - Frame #4294967295

 EID  | Event                                                         | Action #
14700 |           - DrawIndexedInstanced(19374, 1)                    | 3174  
14703 |           - DrawIndexedInstanced(19374, 1)                    | 3175  
14706 |           - DrawIndexedInstanced(19374, 1)                    | 3176  
14709 |           - DrawIndexedInstanced(19374, 1)                    | 3177  
14712 |           - DrawIndexedInstanced(19374, 1)                    | 3178  
14715 |           - DrawIndexedInstanced(19374, 1)                    | 3179  
14718 |           - DrawIndexedInstanced(19374, 1)                    | 3180  
14721 |           - DrawIndexedInstanced(19374, 1)                    | 3181  
14724 |           - DrawIndexedInstanced(19374, 1)                    | 3182  
14727 |           - DrawIndexedInstanced(19374, 1)                    | 3183  
14730 |           - DrawIndexedInstanced(19374, 1)                    | 3184  
14733 |           - DrawIndexedInstanced(19374, 1)                    | 3185  
14736 |           - DrawIndexedInstanced(19374, 1)                    | 3186  
14739 |           - DrawIndexedInstanced(19374, 1)                    | 3187  
14742 |           - DrawIndexedInstanced(19374, 1)                    | 3188  
14745 |           - DrawIndexedInstanced(19374, 1)                    | 3189  
14748 |           - DrawIndexedInstanced(19374, 1)                    | 3190  
14751 |           - DrawIndexedInstanced(19374, 1)                    | 3191  
14754 |           - DrawIndexedInstanced(19374, 1)                    | 3192  
14757 |           - DrawIndexedInstanced(19374, 1)                    | 3193  
14760 |           - DrawIndexedInstanced(19374, 1)                    | 3194  
14763 |           - DrawIndexedInstanced(19374, 1)                    | 3195  
14770 |           - DrawIndexedInstanced(6984, 1)                     | 3196  
14773 |           - DrawIndexedInstanced(6984, 1)                     | 3197  
14776 |           - DrawIndexedInstanced(6984, 1)                     | 3198  
14779 |           - DrawIndexedInstanced(6984, 1)                     | 3199  
14782 |           - DrawIndexedInstanced(6984, 1)                     | 3200  
14785 |           - DrawIndexedInstanced(6984, 1)                     | 3201  
14788 |           - DrawIndexedInstanced(6984, 1)                     | 3202  
14791 |           - DrawIndexedInstanced(6984, 1)                     | 3203  
14794 |           - DrawIndexedInstanced(6984, 1)                     | 3204  
14797 |           - DrawIndexedInstanced(6984, 1)                     | 3205  
14800 |           - DrawIndexedInstanced(6984, 1)                     | 3206  
14803 |           - DrawIndexedInstanced(6984, 1)                     | 3207  
14806 |           - DrawIndexedInstanced(6984, 1)                     | 3208  
14809 |           - DrawIndexedInstanced(6984, 1)                     | 3209  
14812 |           - DrawIndexedInstanced(6984, 1)                     | 3210  
14815 |           - DrawIndexedInstanced(6984, 1)                     | 3211  
14818 |           - DrawIndexedInstanced(6984, 1)                     | 3212  
14821 |           - DrawIndexedInstanced(6984, 1)                     | 3213  
14824 |           - DrawIndexedInstanced(6984, 1)                     | 3214  
14827 |           - DrawIndexedInstanced(6984, 1)                     | 3215  
14830 |           - DrawIndexedInstanced(6984, 1)                     | 3216  
14833 |           - DrawIndexedInstanced(6984, 1)                     | 3217  
14836 |           - DrawIndexedInstanced(6984, 1)                     | 3218  
14839 |           - DrawIndexedInstanced(6984, 1)                     | 3219  
14874 |           - DrawIndexedInstanced(228, 1)                      | 3220  
14877 |           - DrawIndexedInstanced(228, 1)                      | 3221  
14880 |           - DrawIndexedInstanced(228, 1)                      | 3222  
14883 |           - DrawIndexedInstanced(228, 1)                      | 3223  
14886 |           - DrawIndexedInstanced(228, 1)                      | 3224  
14891 |           - DrawIndexedInstanced(942, 1)                      | 3225  
14926 |           - DrawIndexedInstanced(4692, 1)                     | 3226  
14929 |           - DrawIndexedInstanced(4692, 1)                     | 3227  
14932 |           - DrawIndexedInstanced(4692, 1)                     | 3228  
14935 |           - DrawIndexedInstanced(4692, 1)                     | 3229  
14938 |           - DrawIndexedInstanced(4692, 1)                     | 3230  
14941 |           - DrawIndexedInstanced(4692, 1)                     | 3231  
14944 |           - DrawIndexedInstanced(4692, 1)                     | 3232  
14947 |           - DrawIndexedInstanced(4692, 1)                     | 3233  
14950 |           - DrawIndexedInstanced(4692, 1)                     | 3234  
14953 |           - DrawIndexedInstanced(4692, 1)                     | 3235  
14956 |           - DrawIndexedInstanced(4692, 1)                     | 3236  
14959 |           - DrawIndexedInstanced(4692, 1)                     | 3237  
14962 |           - DrawIndexedInstanced(4692, 1)                     | 3238  
14965 |           - DrawIndexedInstanced(4692, 1)                     | 3239  
14968 |           - DrawIndexedInstanced(4692, 1)                     | 3240  
14971 |           - DrawIndexedInstanced(4692, 1)                     | 3241  
14974 |           - DrawIndexedInstanced(4692, 1)                     | 3242  
14977 |           - DrawIndexedInstanced(4692, 1)                     | 3243  
14980 |           - DrawIndexedInstanced(4692, 1)                     | 3244  
14983 |           - DrawIndexedInstanced(4692, 1)                     | 3245  
14986 |           - DrawIndexedInstanced(4692, 1)                     | 3246  
14989 |           - DrawIndexedInstanced(4692, 1)                     | 3247  
14992 |           - DrawIndexedInstanced(4692, 1)                     | 3248  
14995 |           - DrawIndexedInstanced(4692, 1)                     | 3249  
15001 |           - DrawIndexedInstanced(2640, 1)                     | 3250  
15004 |           - DrawIndexedInstanced(2640, 1)                     | 3251  
15007 |           - DrawIndexedInstanced(2640, 1)                     | 3252  
15010 |           - DrawIndexedInstanced(2640, 1)                     | 3253  
15013 |           - DrawIndexedInstanced(2640, 1)                     | 3254  
15016 |           - DrawIndexedInstanced(2640, 1)                     | 3255  
15019 |           - DrawIndexedInstanced(2640, 1)                     | 3256  
15022 |           - DrawIndexedInstanced(2640, 1)                     | 3257  
15025 |           - DrawIndexedInstanced(2640, 1)                     | 3258  
15028 |           - DrawIndexedInstanced(2640, 1)                     | 3259  
15031 |           - DrawIndexedInstanced(2640, 1)                     | 3260  
15034 |           - DrawIndexedInstanced(2640, 1)                     | 3261  
15037 |           - DrawIndexedInstanced(2640, 1)                     | 3262  
15040 |           - DrawIndexedInstanced(2640, 1)                     | 3263  
15043 |           - DrawIndexedInstanced(2640, 1)                     | 3264  
15046 |           - DrawIndexedInstanced(2640, 1)                     | 3265  
15049 |           - DrawIndexedInstanced(2640, 1)                     | 3266  
15052 |           - DrawIndexedInstanced(2640, 1)                     | 3267  
15055 |           - DrawIndexedInstanced(2640, 1)                     | 3268  
15058 |           - DrawIndexedInstanced(2640, 1)                     | 3269  
15061 |           - DrawIndexedInstanced(2640, 1)                     | 3270  
15064 |           - DrawIndexedInstanced(2640, 1)                     | 3271  
15067 |           - DrawIndexedInstanced(2640, 1)                     | 3272  
15070 |           - DrawIndexedInstanced(2640, 1)                     | 3273  
15078 |           - DrawIndexedInstanced(1917, 1)                     | 3274  
15081 |           - DrawIndexedInstanced(1917, 1)                     | 3275  
15084 |           - DrawIndexedInstanced(1917, 1)                     | 3276  
15090 |           - DrawIndexedInstanced(2238, 1)                     | 3277  
15093 |           - DrawIndexedInstanced(2238, 1)                     | 3278  
15096 |           - DrawIndexedInstanced(2238, 1)                     | 3279  
15104 |           - DrawIndexedInstanced(1875, 1)                     | 3280  
15109 |           - DrawIndexedInstanced(1380, 1)                     | 3281  
15117 |           - DrawIndexedInstanced(2832, 1)                     | 3282  
15120 |           - DrawIndexedInstanced(2832, 1)                     | 3283  
15123 |           - DrawIndexedInstanced(2832, 1)                     | 3284  
15126 |           - DrawIndexedInstanced(2832, 1)                     | 3285  
15129 |           - DrawIndexedInstanced(2832, 1)                     | 3286  
15132 |           - DrawIndexedInstanced(2832, 1)                     | 3287  
15135 |           - DrawIndexedInstanced(2832, 1)                     | 3288  
15138 |           - DrawIndexedInstanced(2832, 1)                     | 3289  
15141 |           - DrawIndexedInstanced(2832, 1)                     | 3290  
15144 |           - DrawIndexedInstanced(2832, 1)                     | 3291  
15147 |           - DrawIndexedInstanced(2832, 1)                     | 3292  
15150 |           - DrawIndexedInstanced(2832, 1)                     | 3293  
15153 |           - DrawIndexedInstanced(2832, 1)                     | 3294  
15156 |           - DrawIndexedInstanced(2832, 1)                     | 3295  
15159 |           - DrawIndexedInstanced(2832, 1)                     | 3296  
15162 |           - DrawIndexedInstanced(2832, 1)                     | 3297  
